Archivo,Duración_s,Resolución,TamañoAntes_MB,TamañoDespués_MB,Reducción_MB,Reducción_%,Tiempo_s
"17094920-uhd_2560_1440_60fps (2K, 27 SEG).mp4",27.88,2560x1440,45.06,6.95,38.11,84.6,13.92
